responder_id,birth_year,gender,industry_desc,occupation_desc,manage_others,household,years_at_job,metro_or_regional
914,1975,Male,Other,Managers,No,Couple with dependent children,More than 5 years,Metro
915,1970,Male,Information Media and Telecommunications,Professionals,Yes,Single person,More than 5 years,Metro
916,1974,Male,Other,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
917,1968,Male,Other,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
918,1975,Male,Health Care and Social Assistance,Professionals,Yes,Couple with dependent children,More than 5 years,Regional
919,1982,Female,Health Care and Social Assistance,Professionals,No,Multiple family household,More than 5 years,Metro
920,1977,Female,Education and Training,Managers,Yes,Single person,More than 5 years,Metro
921,1972,Female,"Professional, Scientific and Technical Services",Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
922,1972,Female,Other,Sales ,No,One  parent family with dependent children,Between 1 and 5 years,Metro
923,1979,Female,Other Services,Clerical and administrative ,No,Single person,More than 5 years,Metro
924,1978,Female,Financial and Insurance Services,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
925,1974,Male,Financial and Insurance Services,Professionals,No,Couple with dependent children,More than 5 years,Metro
926,1983,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
927,1967,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
928,1961,Male,Other Services,Managers,No,Couple with no dependent children,Between 1 and 5 years,Regional
929,1962,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with no dependent children,More than 5 years,Regional
930,1971,Male,"Professional, Scientific and Technical Services",Other,No,Single person,Between 6 and 12 months,Regional
931,1969,Female,"Professional, Scientific and Technical Services",Other,No,Couple with no dependent children,More than 5 years,Metro
932,1988,Female,"Professional, Scientific and Technical Services",Managers,Yes,Couple with no dependent children,More than 5 years,Metro
933,1937,Male,Financial and Insurance Services,Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
934,1991,Female,Retail Trade,Professionals,No,Other one family household,More than 5 years,Metro
935,1982,Female,Other,Managers,Yes,Other one family household,Between 1 and 5 years,Metro
936,1981,Female,Health Care and Social Assistance,Other,No,Couple with dependent children,Between 6 and 12 months,Regional
937,1986,Male,Education and Training,Managers,No,Couple with no dependent children,More than 5 years,Metro
938,1983,Male,Information Media and Telecommunications,Managers,No,Couple with no dependent children,More than 5 years,Metro
939,1981,Male,Financial and Insurance Services,Professionals,No,Couple with no dependent children,Between 1 and 5 years,Metro
940,1978,Male,"Professional, Scientific and Technical Services",Managers,Yes,Couple with dependent children,More than 5 years,Metro
941,1985,Female,Financial and Insurance Services,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Regional
942,1968,Male,"Professional, Scientific and Technical Services",Professionals,No,Single person,Between 1 and 5 years,Metro
943,1959,Female,Education and Training,Managers,Yes,Couple with no dependent children,More than 5 years,Regional
944,1988,Female,Retail Trade,Other,No,One  parent family with dependent children,Between 6 and 12 months,Metro
945,1970,Male,Health Care and Social Assistance,Professionals,Yes,Couple with dependent children,More than 5 years,Regional
946,1969,Female,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
947,1988,Female,Other,Professionals,No,Group household,More than 5 years,Regional
948,1972,Male,Other,Clerical and administrative ,No,Couple with dependent children,Between 6 and 12 months,Metro
949,1980,Male,Other,Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
950,1985,Male,Financial and Insurance Services,Clerical and administrative ,No,Couple with dependent children,Between 6 and 12 months,Metro
951,1987,Female,Retail Trade,Managers,No,Couple with no dependent children,Between 1 and 5 years,Metro
952,1956,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with no dependent children,Between 1 and 5 years,Regional
953,1965,Male,Other,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
954,1972,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
955,1991,Male,Information Media and Telecommunications,Professionals,No,Group household,Between 1 and 5 years,Metro
956,1977,Female,Retail Trade,Managers,Yes,Couple with dependent children,More than 5 years,Regional
957,1991,Male,Information Media and Telecommunications,Professionals,No,Other one family household,Between 1 and 5 years,Regional
958,1962,Male,Education and Training,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
959,1980,Male,"Professional, Scientific and Technical Services",Other,Yes,Couple with dependent children,More than 5 years,Metro
960,1967,Male,Other,Other,No,Single person,More than 5 years,Metro
961,1971,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with no dependent children,Between 1 and 5 years,Metro
962,1965,Female,Financial and Insurance Services,Managers,Yes,One  parent family with dependent children,Between 1 and 5 years,Metro
963,1971,Female,Other,Managers,No,One  parent family with dependent children,Between 1 and 5 years,Metro
964,1989,Male,Financial and Insurance Services,Professionals,No,Couple with no dependent children,Between 6 and 12 months,Metro
965,1972,Male,"Professional, Scientific and Technical Services",Sales ,No,Couple with dependent children,Between 1 and 5 years,Regional
966,1963,Female,Education and Training,Professionals,Yes,Single person,More than 5 years,Regional
967,1980,Male,Financial and Insurance Services,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
968,1981,Male,Retail Trade,Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
969,1971,Male,Other,Professionals,No,Couple with no dependent children,Between 1 and 5 years,Regional
970,1986,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,More than 5 years,Metro
971,1978,Female,Information Media and Telecommunications,Sales ,No,Couple with dependent children,Between 1 and 5 years,Metro
972,1974,Female,Other,Managers,No,Single person,More than 5 years,Metro
973,1996,Male,Other,Managers,No,Group household,Between 1 and 5 years,Metro
974,1961,Female,Education and Training,Professionals,No,Couple with no dependent children,Between 1 and 5 years,Metro
975,1967,Female,Retail Trade,Managers,No,Couple with no dependent children,More than 5 years,Metro
976,1975,Female,Other,Sales ,No,Couple with dependent children,Between 1 and 5 years,Metro
977,1990,Female,Other,Professionals,No,Couple with no dependent children,Between 1 and 5 years,Metro
978,1967,Male,Other,Managers,Yes,Single person,More than 5 years,Metro
979,1967,Male,Retail Trade,Managers,Yes,Couple with dependent children,More than 5 years,Metro
980,1987,Female,Other,Clerical and administrative ,Yes,Couple with dependent children,Between 1 and 5 years,Metro
981,1969,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
982,1986,Female,Financial and Insurance Services,Clerical and administrative ,Yes,Couple with dependent children,Between 1 and 5 years,Metro
983,1967,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
984,1962,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
985,1972,Male,Education and Training,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
986,1960,Male,Financial and Insurance Services,Professionals,No,Single person,More than 5 years,Metro
987,1985,Male,Other,Clerical and administrative ,No,Group household,More than 5 years,Metro
988,1973,Male,"Professional, Scientific and Technical Services",Other,Yes,Single person,Between 6 and 12 months,Metro
989,1978,Male,"Professional, Scientific and Technical Services",Clerical and administrative ,No,Couple with no dependent children,Between 1 and 5 years,Metro
990,1995,Female,"Professional, Scientific and Technical Services",Managers,Yes,Single person,Between 1 and 5 years,Metro
991,1965,Female,Education and Training,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
992,1973,Male,Information Media and Telecommunications,Professionals,Yes,One  parent family with dependent children,More than 5 years,Regional
993,1957,Male,Other,Professionals,No,Couple with dependent children,More than 5 years,Metro
994,1977,Female,Education and Training,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
995,1963,Female,Other Services,Clerical and administrative ,Yes,Couple with dependent children,More than 5 years,Regional
996,1977,Female,"Professional, Scientific and Technical Services",Professionals,No,Single person,More than 5 years,Metro
997,1971,Female,Other,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Metro
998,1980,Male,Information Media and Telecommunications,Sales ,No,Couple with no dependent children,More than 5 years,Metro
999,1958,Male,Health Care and Social Assistance,Clerical and administrative ,Yes,Single person,Between 1 and 5 years,Metro
1000,1977,Female,"Professional, Scientific and Technical Services",Clerical and administrative ,No,Couple with dependent children,More than 5 years,Regional
1001,1972,Female,Other Services,Clerical and administrative ,Yes,Couple with no dependent children,More than 5 years,Metro
1002,1961,Female,Information Media and Telecommunications,Managers,Yes,Single person,More than 5 years,Metro
1003,1960,Male,Other Services,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Metro
1004,1969,Male,Other,Professionals,No,Couple with dependent children,More than 5 years,Metro
1005,1971,Female,Other,Clerical and administrative ,No,Single person,More than 5 years,Regional
1006,1995,Female,Education and Training,Professionals,No,Single person,Between 6 and 12 months,Regional
1007,1966,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,More than 5 years,Metro
1008,1962,Female,Information Media and Telecommunications,Other,No,Couple with no dependent children,More than 5 years,Regional
1009,1978,Female,Education and Training,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Metro
1010,1970,Female,Other,Managers,Yes,Single person,Between 1 and 5 years,Metro
1011,1962,Female,Other,Clerical and administrative ,No,Other one family household,Between 1 and 5 years,Regional
1012,1972,Female,Other,Managers,Yes,One  parent family with dependent children,Between 1 and 5 years,Metro
1013,1970,Female,Other Services,Other,Yes,Single person,Between 1 and 5 years,Metro
1014,1968,Female,Other,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Metro
1015,1976,Female,Other,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Regional
1016,1980,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1017,1982,Female,Other,Clerical and administrative ,Yes,Couple with dependent children,More than 5 years,Metro
1018,1965,Female,Financial and Insurance Services,Clerical and administrative ,No,Single person,More than 5 years,Metro
1019,1959,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Regional
1020,1970,Male,Financial and Insurance Services,Professionals,No,Single person,More than 5 years,Metro
1021,1983,Female,Information Media and Telecommunications,Professionals,No,Single person,Between 1 and 5 years,Metro
1022,1989,Female,"Professional, Scientific and Technical Services",Professionals,Yes,Single person,Between 1 and 5 years,Metro
1023,1973,Male,Other,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1024,1979,Female,Education and Training,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Metro
1025,1977,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,More than 5 years,Metro
1026,1968,Male,Retail Trade,Managers,Yes,Single person,More than 5 years,Metro
1027,1980,Female,Other,Clerical and administrative ,No,Single person,More than 5 years,Metro
1028,1970,Female,Other,Clerical and administrative ,No,Couple with no dependent children,Between 1 and 5 years,Metro
1029,1968,Female,Education and Training,Professionals,No,Couple with dependent children,More than 5 years,Metro
1030,1977,Female,Education and Training,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1031,1979,Male,Financial and Insurance Services,Clerical and administrative ,No,Couple with dependent children,More than 5 years,Metro
1032,1974,Female,Other,Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1033,1965,Male,Education and Training,Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
1034,1955,Female,Health Care and Social Assistance,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Metro
1035,1966,Female,Other,Clerical and administrative ,No,One  parent family with dependent children,Between 1 and 5 years,Metro
1036,1978,Male,Financial and Insurance Services,Other,No,Single person,More than 5 years,Metro
1037,1982,Male,Information Media and Telecommunications,Managers,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1038,1969,Male,Other,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1039,1964,Female,Education and Training,Professionals,Yes,Couple with no dependent children,More than 5 years,Regional
1040,1976,Female,Other,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1041,1964,Female,Health Care and Social Assistance,Clerical and administrative ,Yes,Couple with dependent children,More than 5 years,Regional
1042,1977,Female,Information Media and Telecommunications,Professionals,No,Couple with dependent children,More than 5 years,Metro
1043,1967,Male,Information Media and Telecommunications,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1044,1975,Male,"Professional, Scientific and Technical Services",Managers,Yes,Single person,More than 5 years,Metro
1045,1964,Female,Other,Sales ,No,Single person,More than 5 years,Metro
1046,1966,Male,Other,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1047,1961,Male,Financial and Insurance Services,Sales ,No,Couple with no dependent children,More than 5 years,Metro
1048,1984,Male,Other,Clerical and administrative ,No,Couple with dependent children,More than 5 years,Metro
1049,1989,Female,Health Care and Social Assistance,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1050,1968,Male,Health Care and Social Assistance,Managers,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1051,1973,Female,Financial and Insurance Services,Professionals,No,Single person,Between 1 and 5 years,Metro
1052,1964,Female,Financial and Insurance Services,Clerical and administrative ,Yes,Couple with dependent children,More than 5 years,Metro
1053,1994,Female,Other,Clerical and administrative ,No,Single person,Between 1 and 5 years,Metro
1054,1975,Male,Other,Clerical and administrative ,Yes,Couple with dependent children,More than 5 years,Regional
1055,1963,Male,"Professional, Scientific and Technical Services",Managers,No,Couple with no dependent children,Between 1 and 5 years,Metro
1056,1970,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,Between 6 and 12 months,Metro
1057,1956,Female,Other,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Metro
1058,1985,Female,Financial and Insurance Services,Managers,Yes,One  parent family with dependent children,Between 1 and 5 years,Regional
1059,1962,Female,Education and Training,Other,No,Other one family household,More than 5 years,Metro
1060,1964,Male,Other,Managers,No,Couple with dependent children,More than 5 years,Metro
1061,1989,Female,Other,Clerical and administrative ,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1062,1979,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Single person,More than 5 years,Regional
1063,1964,Female,Financial and Insurance Services,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Metro
1064,1973,Male,Other,Professionals,No,Single person,More than 5 years,Metro
1065,1957,Male,Other Services,Clerical and administrative ,Yes,Couple with dependent children,More than 5 years,Metro
1066,1975,Male,Financial and Insurance Services,Clerical and administrative ,No,Group household,Between 1 and 5 years,Metro
1067,1959,Male,"Professional, Scientific and Technical Services",Managers,Yes,Couple with dependent children,More than 5 years,Metro
1068,1980,Male,Other,Clerical and administrative ,No,Couple with dependent children,More than 5 years,Metro
1069,1985,Male,"Professional, Scientific and Technical Services",Other,Yes,Single person,Between 1 and 5 years,Metro
1070,1976,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1071,1962,Female,Other Services,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1072,1985,Male,Information Media and Telecommunications,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1073,1960,Male,Other,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Metro
1074,1955,Male,Financial and Insurance Services,Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
1075,1962,Male,Other,Managers,Yes,Single person,More than 5 years,Metro
1076,1984,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1077,1964,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1078,1997,Male,Financial and Insurance Services,Managers,Yes,Single person,Between 1 and 5 years,Metro
1079,1963,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,More than 5 years,Regional
1080,1972,Male,Financial and Insurance Services,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1081,1980,Male,Other,Managers,Yes,One  parent family with dependent children,Between 6 and 12 months,Metro
1082,1995,Female,Financial and Insurance Services,Clerical and administrative ,No,Group household,Between 1 and 5 years,Metro
1083,1987,Male,Other,Clerical and administrative ,No,Single person,Between 1 and 5 years,Metro
1084,1993,Female,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1085,1976,Male,"Professional, Scientific and Technical Services",Managers,Yes,Couple with dependent children,Between 1 and 5 years,Regional
1086,1989,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,More than 5 years,Regional
1087,1972,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with no dependent children,Between 6 and 12 months,Metro
1088,1970,Female,Education and Training,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1089,1956,Female,Other,Managers,Yes,Single person,Between 1 and 5 years,Metro
1090,1985,Male,Other,Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
1091,1983,Female,Other,Sales ,No,Couple with dependent children,More than 5 years,Regional
1092,1963,Male,Other,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1093,1990,Female,"Professional, Scientific and Technical Services",Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1094,1966,Male,Other,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1095,1978,Male,Other,Clerical and administrative ,No,Other one family household,More than 5 years,Metro
1096,1979,Male,"Professional, Scientific and Technical Services",Professionals,No,Single person,More than 5 years,Metro
1097,1960,Female,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,More than 5 years,Metro
1098,1971,Male,Financial and Insurance Services,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1099,1984,Female,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Regional
1100,1971,Female,Retail Trade,Sales ,No,One  parent family with dependent children,Between 1 and 5 years,Metro
1101,1984,Female,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Regional
1102,1945,Male,Other Services,Managers,Yes,Single person,More than 5 years,Metro
1103,1960,Male,Financial and Insurance Services,Professionals,No,Single person,More than 5 years,Metro
1104,1980,Female,Financial and Insurance Services,Sales ,No,Couple with dependent children,More than 5 years,Regional
1105,1965,Male,Other,Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1106,1967,Male,Education and Training,Professionals,Yes,Couple with dependent children,More than 5 years,Regional
1107,1961,Male,Other,Other,Yes,Couple with dependent children,More than 5 years,Regional
1108,1990,Male,Other Services,Other,Yes,Couple with no dependent children,More than 5 years,Metro
1109,1970,Male,Information Media and Telecommunications,Professionals,No,Couple with no dependent children,More than 5 years,Metro
1110,1978,Male,Financial and Insurance Services,Managers,No,Couple with dependent children,More than 5 years,Metro
1111,1979,Male,Retail Trade,Managers,Yes,Multiple family household,Between 1 and 5 years,Regional
1112,1980,Female,Other,Other,Yes,Couple with dependent children,More than 5 years,Metro
1113,1961,Female,Other,Clerical and administrative ,No,Couple with no dependent children,Between 1 and 5 years,Metro
1114,1957,Male,Other,Clerical and administrative ,Yes,Couple with no dependent children,More than 5 years,Metro
1115,1984,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1116,1958,Female,Retail Trade,Clerical and administrative ,No,Group household,More than 5 years,Metro
1117,1976,Female,Other,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1118,1991,Male,Information Media and Telecommunications,Professionals,No,Single person,Between 6 and 12 months,Metro
1119,1973,Female,Financial and Insurance Services,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Regional
1120,1976,Male,"Professional, Scientific and Technical Services",Other,No,Couple with dependent children,Between 1 and 5 years,Metro
1121,1968,Female,Health Care and Social Assistance,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1122,2000,Male,Other,Other,Yes,Single person,Between 1 and 5 years,Regional
1123,1980,Female,Other,Managers,No,Couple with no dependent children,More than 5 years,Metro
1124,1995,Female,Other,Other,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1125,1985,Male,Other,Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1126,1990,Female,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1127,1985,Male,Retail Trade,Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1128,1985,Male,Other,Clerical and administrative ,Yes,Couple with dependent children,More than 5 years,Metro
1129,1977,Male,Other,Managers,No,Couple with dependent children,Between 6 and 12 months,Regional
1130,1973,Female,"Professional, Scientific and Technical Services",Professionals,No,Single person,Between 1 and 5 years,Metro
1131,1986,Male,Other,Professionals,Yes,Single person,More than 5 years,Metro
1132,1978,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1133,1981,Female,Other,Managers,Yes,Single person,More than 5 years,Metro
1134,1980,Male,Other Services,Managers,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1135,1982,Female,Financial and Insurance Services,Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
1136,1963,Female,Other,Clerical and administrative ,No,Couple with dependent children,Between 6 and 12 months,Metro
1137,1997,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Other one family household,Between 6 and 12 months,Metro
1138,1975,Female,Education and Training,Clerical and administrative ,No,Single person,Between 1 and 5 years,Metro
1139,1969,Female,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1140,1998,Male,Retail Trade,Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1141,1992,Male,Other,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1142,1990,Female,Other,Professionals,No,Couple with no dependent children,Between 6 and 12 months,Metro
1143,1995,Male,"Professional, Scientific and Technical Services",Other,No,Couple with no dependent children,Between 6 and 12 months,Regional
1144,2000,Female,Other Services,Other,No,Couple with dependent children,Between 6 and 12 months,Metro
1145,1969,Female,Financial and Insurance Services,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Regional
1146,1968,Male,Other,Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
1147,1963,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1148,1977,Male,Other,Managers,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1149,1956,Female,Financial and Insurance Services,Professionals,No,Couple with no dependent children,Between 1 and 5 years,Metro
1150,1975,Female,Other,Other,Yes,Couple with dependent children,More than 5 years,Metro
1151,1985,Male,Other,Professionals,Yes,Single person,More than 5 years,Metro
1152,1993,Female,Other,Managers,Yes,Couple with dependent children,Between 6 and 12 months,Regional
1153,1956,Female,Education and Training,Professionals,Yes,Couple with no dependent children,More than 5 years,Regional
1154,1962,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
1155,1983,Male,Retail Trade,Other,Yes,One  parent family with dependent children,Between 6 and 12 months,Metro
1156,1963,Male,Retail Trade,Sales ,No,Couple with no dependent children,More than 5 years,Metro
1157,2000,Male,Education and Training,Professionals,No,Single person,Between 1 and 5 years,Metro
1158,1975,Female,Retail Trade,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1159,1988,Female,Other Services,Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1160,1989,Female,Other,Clerical and administrative ,No,Couple with no dependent children,Between 1 and 5 years,Regional
1161,1970,Female,Education and Training,Professionals,No,Couple with dependent children,More than 5 years,Metro
1162,1971,Male,"Professional, Scientific and Technical Services",Professionals,Yes,Couple with no dependent children,More than 5 years,Metro
1163,1985,Male,Other,Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1164,1990,Male,"Professional, Scientific and Technical Services",Managers,Yes,Single person,More than 5 years,Metro
1165,1992,Female,Education and Training,Professionals,No,Group household,Between 6 and 12 months,Metro
1166,1973,Male,"Professional, Scientific and Technical Services",Professionals,No,Couple with no dependent children,More than 5 years,Metro
1167,1981,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1168,1956,Male,Other,Managers,No,Couple with no dependent children,More than 5 years,Metro
1169,1962,Female,"Professional, Scientific and Technical Services",Clerical and administrative ,No,One  parent family with dependent children,Between 1 and 5 years,Regional
1170,1991,Male,Other,Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1171,1982,Female,Other,Sales ,No,Couple with no dependent children,Between 1 and 5 years,Metro
1172,1973,Female,Other Services,Other,No,Single person,Between 1 and 5 years,Metro
1173,1983,Female,Other,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1174,1987,Male,Other,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1175,1973,Female,Other,Clerical and administrative ,No,Single person,Between 6 and 12 months,Metro
1176,1985,Female,Other,Professionals,Yes,One  parent family with dependent children,Between 6 and 12 months,Regional
1177,1997,Male,Other,Clerical and administrative ,Yes,Couple with dependent children,More than 5 years,Metro
1178,1989,Male,"Professional, Scientific and Technical Services",Managers,Yes,Group household,More than 5 years,Metro
1179,1993,Female,Other,Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1180,1976,Male,Other,Professionals,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
1181,1963,Female,Other,Clerical and administrative ,No,Couple with no dependent children,More than 5 years,Metro
1182,1989,Male,Information Media and Telecommunications,Managers,Yes,Single person,More than 5 years,Metro
1183,1984,Male,Other,Other,No,Couple with dependent children,More than 5 years,Regional
1184,2001,Female,Other,Managers,Yes,Group household,Between 6 and 12 months,Metro
1185,1985,Female,Other,Professionals,Yes,One  parent family with dependent children,Between 1 and 5 years,Regional
1186,1975,Female,Information Media and Telecommunications,Managers,Yes,Couple with dependent children,More than 5 years,Metro
1187,1986,Male,Other,Professionals,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1188,1978,Female,Health Care and Social Assistance,Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
1189,1979,Female,Other,Clerical and administrative ,No,Couple with dependent children,Between 1 and 5 years,Regional
1190,1991,Male,Financial and Insurance Services,Sales ,No,Single person,Between 1 and 5 years,Metro
1191,1965,Male,"Professional, Scientific and Technical Services",Other,Yes,Couple with no dependent children,Between 6 and 12 months,Regional
1192,1961,Female,Other Services,Other,No,One  parent family with dependent children,More than 5 years,Metro
1193,1990,Male,Other,Managers,Yes,Single person,Between 6 and 12 months,Regional
1194,1990,Male,"Professional, Scientific and Technical Services",Professionals,No,Single person,Between 1 and 5 years,Metro
1195,1993,Male,Other,Clerical and administrative ,No,Single person,Between 1 and 5 years,Metro
1196,1966,Female,Other,Professionals,No,Couple with no dependent children,More than 5 years,Metro
1197,1996,Male,Retail Trade,Managers,Yes,Single person,Between 1 and 5 years,Metro
1198,1996,Male,Information Media and Telecommunications,Managers,Yes,Single person,Between 1 and 5 years,Regional
1199,1993,Male,Retail Trade,Sales ,Yes,One  parent family with dependent children,Between 1 and 5 years,Metro
1200,1957,Female,Education and Training,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1201,1964,Male,"Professional, Scientific and Technical Services",Sales ,No,Couple with no dependent children,More than 5 years,Metro
1202,1989,Male,Information Media and Telecommunications,Professionals,Yes,Group household,More than 5 years,Metro
1203,1981,Male,Other,Professionals,No,Couple with dependent children,More than 5 years,Metro
1204,1984,Male,Education and Training,Professionals,Yes,Couple with dependent children,More than 5 years,Regional
1205,1985,Male,Other,Managers,No,Single person,Between 1 and 5 years,Metro
1206,1970,Male,Information Media and Telecommunications,Other,No,Couple with no dependent children,More than 5 years,Metro
1207,1995,Female,"Professional, Scientific and Technical Services",Professionals,Yes,Single person,More than 5 years,Regional
1208,1975,Female,Education and Training,Professionals,Yes,Single person,More than 5 years,Metro
1209,1962,Female,Education and Training,Other,No,Couple with no dependent children,More than 5 years,Metro
1210,1979,Female,Information Media and Telecommunications,Professionals,Yes,Couple with dependent children,More than 5 years,Metro
1211,1978,Male,Other,Managers,Yes,Couple with dependent children,More than 5 years,Regional
1212,1964,Male,Other,Other,Yes,Couple with dependent children,Between 6 and 12 months,Metro
1213,1971,Female,"Professional, Scientific and Technical Services",Managers,Yes,Couple with dependent children,More than 5 years,Metro
1214,1982,Female,Financial and Insurance Services,Managers,Yes,Couple with no dependent children,More than 5 years,Metro
1215,1985,Male,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Regional
